bootstrap,C_mu_bits,C_q_qubits,memory_gap
84,1.96049639849439,1.9199407985257513,0.04055559996863867
85,1.961376857329407,1.9196863973017584,0.041690460027648646
86,1.9555047913844628,1.9120815113747245,0.043423280009738274
87,1.976658097309065,1.9248680832797378,0.05179001402932726
88,1.8853504199499773,1.8393909185204813,0.04595950142949601
89,1.9817082212714419,1.9413916993745082,0.04031652189693369
90,1.9544856565912836,1.9194233292583016,0.03506232733298198
91,1.9767592375439516,1.940573314756924,0.03618592278702759
92,1.973355496771447,1.9388008171773177,0.03455467959412939
93,1.972423436886665,1.9353755904666898,0.03704784641997527
94,1.9657776459181961,1.9315305457635914,0.03424710015460475
95,1.9755996021632949,1.9338805113314563,0.04171909083183856
96,1.97704782275221,1.9362782120076532,0.04076961074455676
97,1.9788096710401128,1.942943968775595,0.03586570226451791
98,1.96465710771121,1.928154417464582,0.03650269024662811
99,1.9601265413510256,1.9250165970679574,0.03510994428306824
100,1.9814386347382962,1.9544206963067945,0.027017938431501687
101,1.9756487834435066,1.9357744719099275,0.03987431153357912
102,1.963657426646848,1.9221757831861397,0.04148164346070837
103,1.9428688616882002,1.9080258387333489,0.03484302295485131
104,1.9785507860657803,1.9450536058659984,0.03349718019978187
105,1.9790355092956204,1.945218929474417,0.03381657982120334
106,1.9678396239636409,1.9232224998974734,0.04461712406616747
107,1.9682366698941116,1.9378771436876239,0.03035952620648774
108,1.96408091663314,1.9309924697088863,0.033088446924253834
109,1.9544379458152399,1.923287177539014,0.031150768276225982
110,1.9804597849551224,1.9234943397002113,0.056965445254911096
111,1.965986207260487,1.9354603919675397,0.03052581529294729
112,1.9754922857285362,1.9327295139690253,0.04276277175951093
113,1.9755986265667502,1.9364069850929573,0.03919164147379295
114,1.9793410039540618,1.9394947152109863,0.0398462887430755
115,1.9752979049970811,1.9392864500577613,0.03601145493931979
116,1.971858274133936,1.9364571340478287,0.0354011400861074
117,1.9557203845724516,1.9231031991772962,0.032617185395155346
118,1.965751104305325,1.9289054862345987,0.036845618070726394
119,1.9791101956845192,1.9469305308196636,0.03217966486485557
120,1.9662415957995538,1.9337807269118816,0.03246086888767219
121,1.9700248336603055,1.9293075516503126,0.040717282009992806
122,1.9778934817714142,1.9451178220845264,0.03277565968688778
123,1.9713996881684301,1.9258468629418808,0.045552825226549354
124,1.9730461792014484,1.937211282239002,0.03583489696244646
125,1.9656273980922916,1.9321303204170517,0.033497077675239906
126,1.96868091147821,1.933903099442139,0.03477781203607111
127,1.976206696826476,1.9370223032030007,0.039184393623475255
128,1.929979424026497,1.9019936526048227,0.027985771421674244
129,1.9615295510590784,1.9327979201559282,0.02873163090315023
130,1.976975825362091,1.9344669017897136,0.042508923572377455
131,1.9526649033937795,1.9072748969347435,0.045390006459036014
132,1.979439195952178,1.9457741155564103,0.033665080395767655
133,1.9730060132676803,1.9288907856562783,0.044115227611402075
134,1.975206439524871,1.939144322635947,0.03606211688892391
135,1.9794692575820274,1.9368218702065672,0.042647387375460255
136,1.9713532589536724,1.9297996249498266,0.04155363400384582
137,1.9576654440908698,1.9209803873262936,0.03668505676457623
138,1.9799380967473994,1.946167493437116,0.033770603310283365
139,1.9509534560528679,1.909444210905145,0.041509245147722806
140,1.96690324776123,1.933127366602812,0.03377588115841812
141,1.9665899387102987,1.927234891383703,0.03935504732659578
142,1.9799049266153577,1.9394459688034749,0.0404589578118828
143,1.980014575483034,1.9438886436225982,0.03612593186043589
144,1.9779181285265643,1.9415351455770467,0.036382982949517695
145,1.961072485180885,1.9187556057017408,0.0423168794791442
146,1.9708495283894558,1.922225693647176,0.048623834742279826
147,1.9719101183279024,1.9333799682723143,0.03853015005558813
148,1.9752661356037096,1.9343648988794166,0.04090123672429291
149,1.9543434196129734,1.9110005260163865,0.04334289359658694
150,1.9773858436315268,1.9473184349466748,0.030067408684852026
151,1.9505641023696594,1.9111011095730701,0.03946299279658927
152,1.9668556837931805,1.9232753322161984,0.043580351576982146
153,1.9829607886191347,1.9449944916048003,0.037966297014334405
154,1.9723001509735982,1.92972733282958,0.04257281814401814
155,1.9629758624429579,1.919124777855577,0.04385108458738096
156,1.9741582514824154,1.9349810198114787,0.039177231670936674
157,1.9578806923664098,1.9147576712579677,0.04312302110844213
158,1.9664422097037126,1.9190357028464735,0.04740650685723913
159,1.9811280317439093,1.9392714225396936,0.04185660920421563
160,1.9507117296042038,1.9073441653934995,0.04336756421070431
161,1.9783979915212258,1.9420651601977945,0.036332831323431236
162,1.9553896816609022,1.914281770257042,0.041107911403860165
163,1.9803145306858585,1.9385766598589194,0.04173787082693914
164,1.9631331320846768,1.9190939193456624,0.044039212739014344
165,1.9542616757190252,1.9129383198018322,0.04132335591719305
166,1.9202739440507786,1.8769104814842983,0.04336346256648027
167,1.9673904404868094,1.9313377163382102,0.03605272414859928
168,1.9797596958455976,1.9271657669643578,0.052593928881239815
169,1.9685855538194068,1.9278451039753324,0.04074044984407443
170,1.9806914451746729,1.9435346651916392,0.03715677998303368
171,1.9807252269280256,1.9500403205274561,0.030684906400569423
172,1.973606321869915,1.9221859480679642,0.05142037380195075
173,1.973247772655892,1.9310428175767564,0.042204955079135464
174,1.9754413044221482,1.945862135783146,0.029579168639002118
175,1.9775665436936114,1.9483010361524404,0.029265507541170965
176,1.942267468617133,1.9026834639268015,0.03958400469033152
177,1.9167008629993012,1.8892936733505308,0.027407189648770425
178,1.9555547379943272,1.9159681611766146,0.039586576817712604
179,1.945479712785513,1.9094211626475044,0.03605855013800863
180,1.9672968994086133,1.9271972953246845,0.040099604083928764
181,1.9795108052860941,1.943378738712648,0.03613206657344614
182,1.9455005870718773,1.9036225271320966,0.041878059939780776
183,1.9407221030312467,1.908858652622604,0.0318634504086428
184,1.953619446849542,1.9008444655174936,0.05277498133204839
185,1.9584977519638178,1.9212808246593316,0.037216927304486225
186,1.9542086908047063,1.9119066622691188,0.04230202853558751
187,1.9223514490325695,1.8837325359737616,0.038618913058807935
188,1.9609735710588256,1.9236736410301656,0.037299930028660055
189,1.976975216435983,1.9450398776603839,0.031935338775599176
190,1.9701437789586929,1.9359479976277774,0.0341957813309155
191,1.9798841385673969,1.9403919832219327,0.03949215534546413
192,1.9761017858090006,1.9434705905151684,0.032631195293832294
193,1.9638267526302768,1.9231705862137833,0.0406561664164935
194,1.9796343920637136,1.9386826061422906,0.04095178592142301
195,1.9818129238138211,1.9515552365682642,0.030257687245556886
196,1.9752582939225563,1.9371885815201306,0.038069712402425626
197,1.9785738930944896,1.9420108071007345,0.03656308599375513
198,1.9708982533167547,1.933421301092308,0.03747695222444669
199,1.966651643273828,1.9220045607643845,0.04464708250944338
200,1.9666878276127444,1.925300231962008,0.04138759565073635
201,1.9737215691755932,1.9361221473654062,0.03759942181018694
202,1.981278865542956,1.9423377697388986,0.03894109580405747
203,1.9688976986279179,1.918197600698111,0.0507000979298069
204,1.952850254635517,1.914909420820062,0.03794083381545499
205,1.975441380709075,1.9390349676941425,0.036406413014932415
206,1.96260346218047,1.9184985035093898,0.04410495867108022
207,1.951594148611143,1.9101875543602738,0.04140659425086923
208,1.9708525063593205,1.9269987686486023,0.04385373771071821
209,1.9691974916605903,1.9434576837350712,0.02573980792551911
210,1.9736243785025385,1.9419023943531952,0.03172198414934324
211,1.9778928546380845,1.9458780538415432,0.03201480079654129
212,1.9734821270476812,1.9408054980414282,0.03267662900625301
213,1.9651118377560675,1.9213550191316642,0.04375681862440328
214,1.9222026756168011,1.887363423483022,0.03483925213377903
215,1.971614081761985,1.933017264960002,0.038596816801983014
216,1.9712168773940602,1.9180538954835473,0.05316298191051283
217,1.9687592992341314,1.940957701749935,0.027801597484196305
218,1.9772348858806503,1.9449660659688837,0.032268819911766666
219,1.9701807647693044,1.9382078924369535,0.03197287233235091
220,1.9609093534603796,1.919344309898047,0.041565043562332704
221,1.975803608199201,1.936173967809585,0.03962964038961592
222,1.9780625514747427,1.9372025322004633,0.0408600192742794
223,1.9794452711239359,1.9476772723826086,0.0317679987413273
224,1.950816579976882,1.9192457617401066,0.03157081823677532
225,1.9203857813752379,1.8890001934728233,0.031385587902414525
226,1.969293913633595,1.93628715419235,0.03300675944124487
227,1.9588124918887388,1.9169840142573118,0.04182847763142705
228,1.9758396661183357,1.9364905373553503,0.039349128762985464
229,1.9561398570855433,1.9193249913650878,0.03681486572045545
230,1.9727739309524341,1.9412761305247976,0.0314978004276365
231,1.980080803444621,1.9417188291927296,0.03836197425189125
232,1.9649772280885156,1.9302581746449288,0.034719053443586834
233,1.9348810978699786,1.8851539211541564,0.049727176715822274
234,1.964027101250563,1.9284535893158345,0.03557351193472846
235,1.9829893432103232,1.9346639708709128,0.048325372339410366
236,1.9732628142557906,1.9365019493418143,0.03676086491397634
237,1.9730294591358737,1.9319333114640456,0.04109614767182812
238,1.9750392671275008,1.937434206400539,0.03760506072696179
239,1.9630981512524561,1.9205006592262657,0.04259749202619045
240,1.9711626891928355,1.928029994950644,0.04313269424219146
241,1.9562654820673866,1.9219046631876202,0.034360818879766386
242,1.9707936026543953,1.9406305699110658,0.030163032743329543
243,1.9693861353862918,1.93239091428442,0.03699522110187181
244,1.9791561117879484,1.9514894148987432,0.0276666968892052
245,1.9527826008601605,1.9153880092165196,0.037394591643640895
246,1.9819653934895045,1.9447028806579811,0.037262512831523376
247,1.972196695867122,1.933448254467962,0.038748441399159894
248,1.9832374322315718,1.9452839259977586,0.03795350623381322
249,1.9558628765831927,1.9189163125277147,0.036946564055478026
250,1.9660948633097661,1.9306507781701754,0.03544408513959074
251,1.964717869595019,1.9087180636316599,0.05599980596335907
252,1.9818876628898967,1.9430500218350593,0.038837641054837446
253,1.952147926834947,1.914222571805773,0.037925355029174046
254,1.9501600374982146,1.9096834020455575,0.04047663545265712
255,1.968567282679626,1.9284511321343745,0.04011615054525164
256,1.979417684406699,1.9507774415884438,0.02864024281825528
257,1.9759755881214671,1.9291538178617222,0.04682177025974488
258,1.9720985667450766,1.9411445111403816,0.030954055604694997
259,1.9572499634580887,1.9132918367476865,0.04395812671040211
260,1.9810762052403614,1.9348222347022275,0.04625397053813396
261,1.910074352862106,1.8696446723130946,0.040429680549011415
262,1.9743939269715691,1.9389540154401663,0.0354399115314028
263,1.97507958828296,1.9466943447253269,0.028385243557633055
264,1.95295392878668,1.9243072794191085,0.028646649367571442
265,1.9669990998261702,1.9252091323159497,0.04178996751022046
266,1.980102464482435,1.9445162844252706,0.03558618005716441
267,1.9353021075804964,1.8951802663931838,0.040121841187312546
268,1.911139422144751,1.8665045066616077,0.044634915483143356
269,1.9481532473933179,1.9047397862357194,0.043413461157598476
270,1.9647963324479822,1.9347101603882058,0.030086172059776484
271,1.9764456712200404,1.9435973260743584,0.03284834514568202
272,1.97968952412111,1.9370703032164023,0.04261922090470782
273,1.9683934261531453,1.9337020500260838,0.034691376127061524
274,1.9739728988145449,1.9397618263426075,0.03421107247193733
275,1.9657368570757563,1.9288883901057714,0.036848466969984894
276,1.9691573257401362,1.936412374835272,0.03274495090486429
277,1.9753964787588432,1.9399670138914338,0.03542946486740939
278,1.9722390545543953,1.9325635209117333,0.039675533642661964
279,1.9209563530199818,1.8757669241491248,0.045189428870856974
280,1.9578131225556863,1.9209884714690775,0.03682465108660882
281,1.9621859523638143,1.922051903528029,0.04013404883578531
282,1.9103171478566956,1.878248960879375,0.0320681869773205
283,1.980836474213097,1.946060906030604,0.034775568182493055
284,1.977614549255776,1.9375681079328912,0.04004644132288471
285,1.9734024901355798,1.932060216549857,0.04134227358572273
286,1.9660125126410493,1.9236187515249057,0.04239376111614357
287,1.9770529809695623,1.9474498426730174,0.02960313829654493
288,1.9623693785865146,1.9171449776528315,0.04522440093368307
289,1.9502033395929455,1.9100693806474136,0.040133958945531845
290,1.9766598446141,1.9207308836146249,0.055928960999475086
291,1.9699495011260644,1.940205098089296,0.029744403036768396
292,1.9774792401311552,1.9341691919897601,0.04331004814139505
293,1.9751083394116826,1.9432784854090226,0.03182985400266003
294,1.9798180737024196,1.9411395093255672,0.038678564376852353
295,1.975974835198313,1.9394434581468576,0.03653137705145548
296,1.9724632878269324,1.941841868732836,0.030621419094096325
297,1.968800662113068,1.9197545774486575,0.049046084664410516
298,1.9627054473773464,1.937331974018592,0.025373473358754506
299,1.9536128901100795,1.9093073122355948,0.04430557787448475
300,1.9371156725198844,1.879316893180449,0.05779877933943545
